,0
7360,21st-century Irish actresses
17966,21st-century Irish comedians
9192,21st-century Irish male singers
1207,21st-century Irish male writers
4687,21st-century Irish musicians
4869,21st-century Irish novelists
10495,21st-century Irish people
10130,21st-century Irish screenwriters
5513,21st-century Irish short story writers
9913,21st-century Irish women
4891,21st-century Irish women singers
1245,21st-century Irish women writers
18780,21st-century Irish writers
8108,21st-century Israeli Jews
206,21st-century Israeli economists
18402,21st-century Israeli male musicians
6270,21st-century Italian LGBT people
5692,21st-century Italian actresses
7255,21st-century Italian conductors (music)
10451,21st-century Italian male musicians
16612,21st-century Italian male writers
9990,21st-century Italian non-fiction writers
12310,21st-century Italian novelists
15918,21st-century Italian philosophers
18167,21st-century Italian politicians
3136,21st-century Italian translators
5211,21st-century Italian women opera singers
9260,21st-century Jamaican novelists
8608,21st-century Kenyan politicians
7807,21st-century Kenyan women politicians
18714,21st-century King's Counsel
15852,21st-century New Zealand people
14234,21st-century New Zealand women opera singers
6989,21st-century Norwegian politicians
254,21st-century Pakistani women writers
356,21st-century Pakistani writers
7254,21st-century Palestinian lawyers
6864,21st-century Protestants
18445,21st-century Quakers
2726,21st-century Roman Catholics
18789,21st-century Romanian poets
8005,21st-century Romanian women opera singers
6452,21st-century Romanian women writers
6810,21st-century Russian actresses
4192,21st-century Russian ballet dancers
15825,21st-century Russian conductors (music)
12184,21st-century Russian male musicians
10275,21st-century Russian politicians
6282,21st-century Saint Lucian poets
14273,21st-century Scottish LGBT people
5896,21st-century Scottish comedians
15762,21st-century Scottish dramatists and playwrights
2051,21st-century Scottish lawyers
3696,21st-century Scottish male actors
535,21st-century Scottish male artists
16850,21st-century Scottish male singers
4453,21st-century Scottish male writers
12013,21st-century Scottish novelists
7814,21st-century Scottish painters
15312,21st-century Scottish poets
8455,21st-century Scottish politicians
693,21st-century Scottish women musicians
1220,21st-century Scottish women singers
8123,21st-century Scottish women writers
16755,21st-century Scottish writers
13010,21st-century Senegalese male singers
2710,21st-century Sephardi Jews
15967,21st-century Somalian politicians
14524,21st-century Somalian women politicians
15031,21st-century South African judges
17502,21st-century South African male singers
7661,21st-century South African male writers
5975,21st-century South African novelists
6513,21st-century Spanish dancers
7549,21st-century Swedish actresses
2505,21st-century Swedish male opera singers
9535,21st-century Unitarians
9243,21st-century Welsh Anglican priests
15390,21st-century Welsh comedians
4863,21st-century Welsh historians
4067,21st-century Welsh male actors
6571,21st-century Welsh male artists
4856,21st-century Welsh male opera singers
5738,21st-century Welsh male singers
4759,21st-century Welsh novelists
15155,21st-century Welsh painters
9734,21st-century Welsh poets
13415,21st-century Welsh politicians
1084,21st-century Welsh women artists
2648,21st-century Welsh women singers
2993,21st-century Welsh women writers
5443,21st-century Welsh writers
3226,21st-century accordionists
5791,21st-century anthropologists
6650,21st-century archaeologists
1321,21st-century atheists
6091,21st-century ballet dancers
12954,21st-century bass guitarists
7414,21st-century biographers
8103,21st-century cellists
5768,21st-century ceramists
7325,21st-century chemists
6662,21st-century clarinetists
14154,21st-century classical composers
7302,21st-century classical musicians
4110,21st-century classical pianists
4580,21st-century classical violinists
4730,21st-century composers
4852,21st-century conductors (music)
1599,21st-century double-bassists
14803,21st-century dramatists and playwrights
126,21st-century dramatists and playwrights from Northern Ireland
5882,21st-century drummers
59,21st-century educators from Northern Ireland
15542,21st-century essayists
14321,21st-century explorers
8277,21st-century jazz composers
9821,21st-century linguists
1696,21st-century male actors from Northern Ireland
3646,21st-century male artists
7619,21st-century male musicians
16486,21st-century male writers
16079,21st-century memoirists
7871,21st-century naturalists
1218,21st-century non-fiction writers from Northern Ireland
16003,21st-century organists
13291,21st-century philanthropists
6886,21st-century pianists
14631,21st-century poets from Northern Ireland
12424,21st-century prime ministers of the United Kingdom
8256,21st-century pseudonymous writers
9075,21st-century saxophonists
17564,21st-century scholars
11010,21st-century sculptors
10505,21st-century translators
1691,21st-century travel writers
6473,21st-century trombonists
13082,21st-century trumpeters
1272,21st-century violists
4657,21st-century women MEPs for England
17640,21st-century women MEPs for Wales
6249,21st-century women composers
14022,21st-century women educators
13847,21st-century women engineers
823,21st-century women lawyers
828,21st-century women musicians
11851,21st-century women photographers
17186,21st-century women physicians
15599,21st-century women pianists
1830,21st-century women politicians from Northern Ireland
9140,21st-century writers from Northern Ireland
5277,24 Hours of Daytona drivers
14871,24 Hours of Le Mans drivers
15068,24 Hours of Le Mans winning drivers
8567,24H Series drivers
15809,4th Queen's Own Hussars officers
602,4th Queen's Own Hussars soldiers
9255,500cc World Championship riders
17633,500cc World Riders' Champions
6115,50cc World Championship riders
10701,5th Royal Inniskilling Dragoon Guards officers
14484,60 Minutes correspondents
13602,63rd (Royal Naval) Division soldiers
2795,801 (band) members
4101,8th King's Royal Irish Hussars officers
4303,9th Queen's Royal Lancers officers
14761,A&M Records artists
16073,A&R people
12655,A. A. Milne
4953,A. E. R. Gilligan's XI cricketers
4518,A.C. Milan players
6401,A1 Grand Prix team owners
3634,AACTA Award winners
3024,ABC News personalities
10219,ABC Records artists
2499,AFI Life Achievement Award recipients
14582,AIBA Women's World Boxing Championships medalists
15753,AIDS-related deaths in California
450,AIDS-related deaths in England
4354,AIDS-related deaths in Spain
14829,ALS Gold Medal winners
9054,AOL people
15835,APRA Award winners
6407,ARIA Award winners
12185,ARIA Hall of Fame inductees
7857,ASCAP composers and authors
994,ATP number 1 ranked doubles tennis players
11179,ATP number 1 ranked singles tennis players
10527,Aardman Animations people
13821,Aaron Copland
8710,Abbey Theatre
14153,Abraham Lincoln High School (Brooklyn) alumni
5526,Abse family
14594,Abstract expressionist artists
4125,Absurdist fiction
8125,Academic staff of Aix-Marseille University
12457,Academic staff of Ben-Gurion University of the Negev
190,Academic staff of Concordia University
5166,Academic staff of European Graduate School
14987,Academic staff of Makerere University
